id,name,industry
16393,RESHAPE LIFESCIENCES INC,Other
16394,OTTAWA BANCORP INC,Finance
16397,QUANTENNA COMMUNICATIONS INC,Other
16398,R A PHARMACEUTICALS INC,Other
16399,S R A X INC,Other
16400,PHUNWARE INC,Other
16401,MAMMOTH ENERGY SERVICES INC,Other
16402,EXTRACTION OIL & GAS INC,Other
16417,PROTECTIVE INSURANCE CORP,Finance
16424,GILLETTE CO,Manufacturing
16429,LIBERTY EXPEDIA HOLDINGS INC,Other
16431,LAMB WESTON HOLDINGS INC,Consumer non Durables
16432,GOODYEAR TIRE & RUBBER CO,Manufacturing
16433,BALCO ENERGY CORP,"Oil, Gas, and Coal"
16434,ACUSHNET HOLDINGS CORP,Consumer non Durables
16435,ADVANCED DISPOSAL SERVICES INC,Other
16436,ARCH RESOURCES INC,"Oil, Gas, and Coal"
16437,CAMPING WORLD HOLDINGS INC,Retail
16442,AMPLIFY ENERGY CORP,"Oil, Gas, and Coal"
16448,SANDRIDGE ENERGY INC,"Oil, Gas, and Coal"
16458,FLEXSHOPPER INC,Other
16460,BALLARD MEDICAL PRODUCTS,Healthcare
16463,GENIUS BRANDS INTERNATIONAL INC,Other
16464,G T Y TECHNOLOGY HOLDINGS INC MA,Other
16465,PRIORITY TECHNOLOGY HOLDINGS INC,Other
16466,MOXIAN BVI INC,Other
16468,BALTEK CORP,Consumer non Durables
16471,SMART SAND INC,"Oil, Gas, and Coal"
16472,MARKER THERAPEUTICS INC,Other
16473,XENETIC BIOSCIENCES INC,Other
16493,LIBERTY EXPEDIA HOLDINGS INC,Other
16497,CONDUENT INC,Other
16498,HILTON GRAND VACATIONS INC,Other
16499,PARK HOTELS & RESORTS INC,Other
16505,POPULAR INC,Finance
16512,MACANDREWS & FORBES CO,Manufacturing
16513,BANCO POPULAR DE P R,Finance
16519,WILDHORSE RESOURCE DEV CORP,"Oil, Gas, and Coal"
16521,BANCOHIO CORP,Finance
16522,ORGANOGENESIS HOLDINGS INC,Other
16528,POLAR POWER INC,Other
16529,RANGER OIL CORP,Other
16530,ROOT9B HOLDINGS INC,Other
16532,SENESTECH INC,Other
16533,SOLIGENIX INC,Other
16540,BANCOKLAHOMA CORP,Finance
16541,AQUABOUNTY TECHNOLOGIES INC,Other
16542,LEAP THERAPEUTICS INC,Other
16543,VAREX IMAGING CORP,Other
16544,BIOVERATIV INC,Other
16548,BANK OF HAWAII CORP,Finance
16553,JAGGED PEAK ENERGY INC,"Oil, Gas, and Coal"
16554,JELD WEN HOLDING INC,Other
16555,UNIVERSAL CORP,Consumer non Durables
16557,NEXTIER OILFIELD SOLUTIONS INC,"Oil, Gas, and Coal"
16560,R E V GROUP INC,Consumer Durables
16562,ANAPTYSBIO INC,Other
16564,BANCTEC INC,Business Equipment
16569,H V BANCORP INC,Other
16570,JOUNCE THERAPEUTICS INC,Other
16571,BORDEN INC,Consumer non Durables
16575,AUXILIO INC,Other
16579,FOUNDATION BLDG MATERIALS INC,Retail
16587,ENERGY XXI GULF COAST INC,Other
16590,IFRESH INC,Other
16591,LAUREATE EDUCATION INC,Other
16592,RAMACO RESOURCES INC,Other
16593,NEWAGE INC,Other
16594,SIGMA ADDITIVE SOLUTIONS INC,Other
16595,SNAP INC,Business Equipment
16597,ALTERYX INC,Business Equipment
16598,G K TECHNOLOGIES INC,Manufacturing
16599,BANGOR HYDRO ELECTRIC CO,Utilities
16600,HERSHEY CO,Consumer non Durables
16602,C & J ENERGY SERVICES INC,"Oil, Gas, and Coal"
16611,J JILL INC,Retail
16613,MATINAS BIOPHARMA HOLDINGS INC,Healthcare
16614,MULESOFT INC,Business Equipment
16617,PROPETRO HOLDING CORP,"Oil, Gas, and Coal"
16622,TAKUNG ART CO LTD,Healthcare
16625,AKOUSTIS TECHNOLOGIES INC,Other
16628,BANK COMMONWEALTH DETROIT MICH,Finance
16629,DIGILITI MONEY GROUP INC,Other
16630,INTERNATIONAL MONEY EXPRESS INC,Other
16631,VERRA MOBILITY CORP,Other
16632,HAMILTON LANE INC,Other
16633,I C C HOLDINGS INC,Other
16638,N I HOLDINGS INC,Other
16639,NEUROTROPE INC,Other
16640,OMINTO INC,Other
16642,PRESIDIO INC,Other
16644,BANK GRANITE CORP,Finance
16647,VALERITAS HOLDINGS INC,Other
16648,SCHNEIDER NATIONAL INC,Other
16649,OKTA INC,Other
16650,YEXT INC,Other
16651,BECOR WESTERN INC,Manufacturing
16653,WARRIOR MET COAL INC,"Oil, Gas, and Coal"
16654,CADENCE BANCORP,Finance
16655,CARVANA CO,Retail
16657,CLOUDERA INC,Business Equipment
16659,ELEVATE CREDIT INC,Finance
16660,EMERALD HOLDING INC,Other
16664,FLOOR & DECOR HOLDINGS INC,Retail
16667,SELECT ENERGY SERVICES INC,"Oil, Gas, and Coal"
16668,ZYMEWORKS INC DE,Other
16670,ONTRAK INC,Other
16671,AFFINITY BANCSHARES INC,Other
16672,F N B BANCORP,Other
16673,KINETIK HOLDINGS INC,"Oil, Gas, and Coal"
16674,U S WELL SERVICES INC,Other
16675,N C S MULTISTAGE HOLDINGS INC,Other
16676,PCSB FINANCIAL CORP,Other
16677,ALTA MESA RESOURCES INC,Other
16678,KROGER CO,Retail
16680,SILVERSUN TECHNOLOGIES INC,Other
16681,FORTE BIOSCIENCES INC,Other
16682,ULTRA PETROLEUM CORP,Other
16683,VANTAGE ENERGY ACQUISITION CORP,Other
16688,YANGTZE RIVER PORT AND LOGIS LTD,Other
16689,PEABODY ENERGY CORP NEW,"Oil, Gas, and Coal"
16690,GOODRICH PETROLEUM CORP,"Oil, Gas, and Coal"
16692,INGERSOLL RAND INC,Manufacturing
16695,BANK NEW ENGLAND CORP,Finance
16696,CARS COM INC,Retail
16697,WIDEOPENWEST INC,Telecommunications
16698,APPIAN CORP,Other
16700,A S V HOLDINGS INC,Other
16703,FARMERS & MERCHANTS BANCORP INC,Other
16704,CONVERGEONE HOLDINGS INC,Other
16705,G1 THERAPEUTICS INC,Other
16707,MANVILLE CORP,Manufacturing
16708,BANK NEW HAMPSHIRE CORP,Finance
16709,OVID THERAPEUTICS INC,Other
16712,VERITONE INC,Other
16715,STANDARD COMMERCIAL CORP,Consumer non Durables
16716,BANK SOUTH CORP,Finance
16736,VISTRA CORP,Telecommunications
16737,SEACOR MARINE HOLDINGS INC,Manufacturing
16738,ANTERO MIDSTREAM CORP,Utilities
16746,FIVE POINT HOLDINGS LLC,Finance
16750,SOLARIS OILFIELD INFRSTR INC,Manufacturing
16753,ALTICE USA INC,Telecommunications
16755,BLUE APRON HOLDINGS INC,Retail
16756,BYLINE BANCORP INC,Finance
16765,MYOMO INC,Healthcare
16767,BANKERS FIRST CORP,Finance
16771,MAGNOLIA OIL & GAS CORP,Retail
16773,ENVIROTECH VEHICLES INC,Other
16776,AILERON THERAPEUTICS INC,Other
16777,ATHENEX INC,Other
16778,AVENUE THERAPEUTICS INC,Other
16779,BOSTON OMAHA CORP,Finance
16780,CARLYLE SECURED LENDING INC,Other
16781,CHECKPIONT THERAPEUTICS INC,Other
16783,DOVA PHARMACEUTICALS INC,Other
16784,ESQUIRE FINANCIAL HOLDINGS,Other
16788,180 LIFE SCIENCES CORP,Other
16789,MODERN MEDIA ACQUISITION CORP,Other
16791,V S I HOLDINGS INC,Retail
16792,MERSANA THERAPEUTICS INC,Other
16793,ENDRA LIFE SCIENCES INC,Other
16795,SHIFTPIXY INC,Other
16802,SAFE & GREEN HOLDINGS CORP,Other
16803,NATIONAL CAN CORP,Manufacturing
16805,SHOTSPOTTER INC,Other
16806,TINTRI INC,Other
16808,YOUNGEVITY INTERNATIONAL INC,Other
16814,AKCEA THERAPEUTICS INC,Other
16815,XYNOMIC PHARMACEUTICALS HLDGS IN,Other
16816,BRIGHTHOUSE FINANCIAL INC,Other
16818,CALYXT INC,Other
16819,CODA OCTOPUS GROUP INC,Other
16820,C O DIAGNOSTICS INC,Other
16821,EAGLE FINANCIAL BANCORP INC,Other
16824,KALA PHARMACEUTICALS INC,Other
16825,EMMAUS LIFE SCIENCES INC,Other
16827,PETIQ INC,Other
16828,R B B BANCORP,Other
16829,REDFIN CORP,Other
16830,SIENNA BIOPHARMACEUTICALS INC,Other
16834,TYME TECHNOLOGIES INC,Other
16837,BLUEGREEN VACATIONS HOLDING CORP,Finance
16847,BANKS IOWA INC,Finance
16851,DUPONT DE NEMOURS INC,Chemicals
16852,COMBIMATRIX CORP,Business Equipment
16853,BANK OF PRINCETON,Other
16855,LIBERTY BANCORP INC OKLA,Finance
16856,ASPEN GROUP INC,Other
16857,CITIUS PHARMACEUTICALS INC,Other
16864,N R C GROUP HOLDINGS CORP,Other
16866,RANGER ENERGY SERVICES INC,"Oil, Gas, and Coal"
16870,PACIFIC ENTERPRISES,Utilities
16874,ACCEL ENTERTAINMENT INC,Finance
16880,DERMTECH INC,Other
16883,CHICKEN SOUP FOR SOUL ENTMT INC,Other
16887,EASTSIDE DISTILLING INC,Other
16890,BANTA CORP,Consumer non Durables
16895,CONCRETE PUMPING HOLDINGS INC,Other
16903,MUSTANG BIO INC,Other
16904,OPIANT PHARMACEUTICALS INC,Other
16905,SITIO ROYALTIES CORP NEW,"Oil, Gas, and Coal"
16911,AMERICAN VIRTUAL CLOUD TECH INC,Manufacturing
16913,YOGAWORKS INC,Other
16915,CYNERGISTEK INC,Other
16917,BLACK KNIGHT INC,Business Equipment
16919,BARBER GREENE CO,Manufacturing
16920,HAMILTON BEACH BRANDS HLDG CO,Consumer Durables
16921,ANGI INC,Other
16922,H F FOODS GROUP INC,Other
16923,CELCUITY INC,Other
16924,DECIPHERA PHARMACEUTICALS INC,Other
16927,ARCIMOTO INC,Other
16928,KRYSTAL BIOTECH INC,Other
16932,ROKU INC,Other
16935,BARDEN CORP,Manufacturing
16939,MAXAR TECHNOLOGIES INC,Business Equipment
16961,ECOVYST INC,Retail
16964,VIRGIN GALACTIC HOLDINGS INC,Other
16965,FORESTAR GROUP INC NEW,Finance
16966,SWITCH INC,Retail
16967,CARGURUS INC,Other
16968,MONGODB INC,Other
16970,BARON DATA SYS,Business Equipment
16971,NATIONAL VISION HOLDINGS INC,Other
16974,AYTU BIOPHARMA INC,Other
16975,ALLIED GAMING & ENTERTAINMENT IN,Other
16976,CAMBRIDGE BANCORP,Other
16978,BARRETT RESOURCES CORP,"Oil, Gas, and Coal"
16980,REEBONZ HOLDING LTD NEW,Other
16981,F A T BRANDS INC,Other
16982,FIDELITY D & D BANCORP INC,Other
16983,F F B W INC MD,Other
16984,FORESCOUT TECHNOLOGIES INC,Other
16986,BARRINGER TECHNOLOGIES INC,"Oil, Gas, and Coal"
16987,VENUS CONCEPT INC,Other
16988,SIMPLICITY ESPORTS & GAMING CO,Other
16989,ORTHOPEDIATRICS CORP,Other
16991,MERCHANTS BANCORP,Other
16992,OPTINOSE INC,Other
16994,GUBER PETERS ENTERTAINMENT CO,Other
16995,PONCE FINANCIAL GROUP INC,Other
16999,RUMBLEON INC,Other
17000,RHYTHM PHARMACEUTICALS INC,Other
17005,C V S HEALTH CORP,Consumer non Durables
17014,BARTON INDUSTRIES INC,Manufacturing
17017,NUVERRA ENVIRONMENTAL SOLUTS INC,"Oil, Gas, and Coal"
17032,CUSTOM TRUCK ONE SOURCE INC,Finance
17034,ALTAIR ENGINEERING INC,Other
17035,EVOQUA WATER TECHNOLOGIES CORP,Manufacturing
17036,CANNAE HOLDINGS INC,Finance
17037,SAILPOINT TECHNOLOGIES HLDGS INC,Business Equipment
17038,STITCH FIX INC,Other
17039,CONSOL ENERGY INC NEW,"Oil, Gas, and Coal"
17041,NANOVIBRONIX INC,Other
17042,ALLENA PHARMACEUTICALS INC,Other
17043,FUNKO INC,Other
17044,SPERO THERAPEUTICS INC,Other
17045,A C M RESEARCH INC,Other
17046,AQUANTIA CORP,Business Equipment
17047,BLUEGREEN VACATIONS CORP,Finance
17050,CORPORATE CAPITAL TRUST INC,Finance
17057,BASE TEN SYS INC,Business Equipment
17065,BASIC AMERICAN MEDICAL INC,Healthcare
17073,EARTHSTONE ENERGY INC,"Oil, Gas, and Coal"
17079,GULFMARK OFFSHORE INC,"Oil, Gas, and Coal"
17090,PARTS ID INC,Finance
17091,CBDMD INC,Other
17093,METROPOLITAN BANK HOLDING CORP,Finance
17097,SENDGRID INC,Business Equipment
17103,ZOMEDICA CORP,Healthcare
17104,APELLIS PHARMACEUTICALS INC,Other
17105,X4 PHARMACEUTICALS INC,Other
17106,BANDWIDTH INC,Other
17107,BOXLIGHT CORP,Other
17108,STELLAR BANCORP INC,Other
17114,HAYMAKER ACQUISITION CORP,Other
17116,LOOP INDUSTRIES INC,Other
17117,MERIDIAN CORP,Other
17121,STERLING BANCORP INC,Other
17122,SCPHARMACEUTICALS INC,Other
17125,DENALI THERAPEUTICS INC,Other
17126,NEWMARK GROUP INC,Other
17128,CROWN ZELLERBACH CORP,Manufacturing
17133,APOLLO MEDICAL HOLDINGS INC,Other
17134,N R X PHARMACEUTICALS INC,Other
17135,CASA SYSTEMS INC,Other
17137,BASSETT FURNITURE INDUSTRIES INC,Consumer Durables
17139,COHBAR INC,Other
17140,DOLPHIN ENTERTAINMENT INC,Other
17144,GENERAL MILLS INC,Consumer non Durables
17145,BASSETT WALKER,Consumer non Durables
17147,ENSYSCE BIOSCIENCES INC,Other
17148,LUTHER BURBANK CORP,Other
17149,LONGFIN CORP,Other
17151,M V B FINANCIAL CORP,Other
17154,ODONATE THERAPEUTICS INC,Other
17155,QUANTERIX CORP,Other
17156,SENTINEL ENERGY SERVICES INC DE,Finance
17161,BASTIAN INDUSTRIES INC,Manufacturing
17178,CURO GROUP HOLDINGS CORP,Other
17180,BAUKOL NOONAN INC,"Oil, Gas, and Coal"
17182,F T E NETWORKS INC,Other
17196,BAYBANKS INC,Finance
17201,VIVINT SMART HOME INC,Business Equipment
17217,BAYLESS A J MKTS INC,Retail
17221,LIBERTY ENERGY INC,"Oil, Gas, and Coal"
17223,A D T INC,Other
17224,ADAMS MILLIS CORP,Consumer non Durables
17225,BAYLY CORP,Consumer non Durables
17233,BAYOU RESOURCES INC,"Oil, Gas, and Coal"
17234,AVAYA HOLDINGS CORP,Business Equipment
17240,ANCHOR HOCKING CORP,Manufacturing
17241,BAYSWATER REALTY & CAPITAL CORP,Finance
17245,KALEYRA INC,Finance
17251,NINE ENERGY SERVICES INC,"Oil, Gas, and Coal"
17252,PLAYAGS INC,Consumer non Durables
17256,A R M O BIOSCIENCES INC,Other
17262,CUE BIOPHARMA INC,Other
17263,EYENOVIA INC,Other
17266,VYNE THERAPEUTICS INC,Other
17269,NEMAURA MEDICAL INC,Other
17270,REKOR SYSTEMS INC,Other
17271,SOLID BIOSCIENCES INC,Other
17272,ADICET BIO INC,Other
17273,F T S INTERNATIONAL INC,"Oil, Gas, and Coal"
17277,TRANSWORLD CORP LIQUIDATING TR,Other
17278,AVATEX CORP,Manufacturing
17279,LORILLARD INC,Consumer non Durables
17281,CACTUS INC,Consumer Durables
17284,BEAMAN CORP,Other
17291,SAFEWAY STORES INC,Retail
17292,BEAR CREEK CORP,Retail
17304,ALLIED STORES CORP,Retail
17306,QUINTANA ENERGY SERVICES INC,"Oil, Gas, and Coal"
17309,RANPAK HOLDINGS CORP,Consumer non Durables
17313,BLINK CHARGING CO,Other
17315,CARDLYTICS INC,Other
17317,EVOLUS INC,Other
17322,IPIC ENTERTAINMENT INC,Other
17323,LIVEONE INC,Other
17324,NEXTPLAY TECHNOLOGIES INC,Other
17325,MOTUS GI HOLDINGS INC,Other
17326,AKERNA CORP,Other
17327,ONE STOP SYSTEMS INC,Other
17332,VICTORY CAPITAL HOLDINGS INC,Other
17334,G C I LIBERTY INC,Telecommunications
17337,W H X CORP,Manufacturing
17338,CELERON CORP,Utilities
17340,TIGER INTERNATIONAL INC,Other
17341,ZSCALER INC,Other
17342,DROPBOX INC,Other
17343,RED VIOLET INC,Other
17344,RAFAEL HOLDINGS INC,Finance
17345,SENMIAO TECHNOLOGY LTD,Other
17347,MARTIN PROCESSING INC,Consumer non Durables
17348,BECK ARNLEY CORP,Retail
17349,BIOXCEL THERAPEUTICS INC,Other
17350,BRIDGEWATER BANCSHARES INC,Other
17351,COCRYSTAL PHARMA INC,Other
17356,BEDFORD COMPUTER CORP,Business Equipment
17357,TARGET HOSPITALITY CORP,Other
17358,HOMOLOGY MEDICINES INC,Other
17359,FNCB BANCORP INC,Other
17360,GENPREX INC,Other
17361,HALL OF FAME RESORT & ENT CO,Other
17365,LAZYDAYS HOLDINGS INC,Other
17366,HYCROFT MINING HOLDING CORP,Other
17367,OPEN LENDING CORP,Other
17368,O P BANCORP,Other
17369,BURGERFI INTERNATIONAL INC,Other
17370,ORGENESIS INC,Other
17372,COGENT BIOSCIENCES INC,Other
17373,VIRTRA INC,Other
17374,ARCUS BIOSCIENCES INC,Healthcare
17382,ZUORA INC,Business Equipment
17399,BEELINE INC,Retail
17400,ALLEGHANY CORP MD,Manufacturing
17420,BEGLEY CO,Retail
17435,EVANS PRODUCTS CO,Other
17443,LEHIGH GROUP INC,"Oil, Gas, and Coal"
17444,BEL FUSE INC,Business Equipment
17478,S & P GLOBAL INC,Consumer non Durables
17487,BELKNAP INC,Retail
17495,BELL W & CO INC,Retail
17516,BELL PETROLEUM SERVICES INC,Manufacturing
17523,SPARTON CORP,Business Equipment
17559,MISSION RESOURCES CORP,"Oil, Gas, and Coal"
17566,ARMCO INC,Manufacturing
17590,BORG WARNER CORP,Chemicals
17604,BENAFUELS INC,"Oil, Gas, and Coal"
17612,BENCH CRAFT INC,Consumer Durables
17646,REVERE COPPER & BRASS INC,Manufacturing
17670,AMDISCO CORP,Consumer non Durables
17671,BENIHANA INC,Retail
17672,GRAFTECH INTERNATIONAL LTD NEW,Manufacturing
17673,PIVOTAL SOFTWARE INC,Business Equipment
17677,BIGLARI HOLDINGS INC,Consumer non Durables
17679,BUSINESS FIRST BANCSHARES INC,Other
17680,RENOVARE ENVIRONMENTAL INC,Other
17683,COLUMBIA FINANCIAL INC,Other
17684,ADAPTHEALTH CORP,Other
17685,DOCUSIGN INC,Other
17688,GOOSEHEAD INSURANCE INC,Other
17690,HELIUS MEDICAL TECHNOLOGIES INC,Other
17691,NLIGHT INC,Other
17692,LEVEL ONE BANCORP INC,Other
17695,SURFACE ONCOLOGY INC,Other
17696,INTL GENERAL INSURANCE HLDGS LTD,Other
17701,SMARTSHEET INC,Retail
17726,CROWN HOLDINGS INC,Manufacturing
17743,BERKLEY W R CORP,Finance
17750,KIMBERLY CLARK CORP,Manufacturing
17751,BERKLINE CORP,Consumer Durables
17770,BERKSHIRE ENERGY RESOURCES,Utilities
17778,BERKSHIRE HATHAWAY INC DEL,Finance
17783,CHAMPIONX CORP,Retail
17784,CARBON BLACK INC,Other
17787,EQUITABLE HOLDINGS INC,Finance
17788,PLURALSIGHT INC,Other
17790,EVO PAYMENTS INC,Other
17792,PERSPECTA INC,Other
17794,WYNDHAM HOTELS & RESORTS INC,Other
17795,GREENSKY INC,Other
17798,FIRST CHOICE BANCORP,Other
17799,INSPIRE MEDICAL SYSTEMS INC,Healthcare
17800,BAYCOM CORP,Other
17801,CONSTRUCTION PARTNERS INC,Other
17802,SPIRIT OF TEXAS BANCSHARES INC,Other
17803,JERASH HOLDINGS US INC,Other
17806,PHELPS DODGE CORP,Other
17807,BESICORP GROUP INC,Manufacturing
17811,EVELO BIOSCIENCES INC,Other
17812,E X P WORLD HOLDINGS INC,Other
17813,ENVVENO MEDICAL CORP,Other
17815,BETZDEARBORN INC,Chemicals
17818,ORIGIN BANCORP INC,Other
17819,PURE ACQUISITION CORP,Other
17821,SCHOLAR ROCK HOLDING CORP,Other
17822,SYBRON CORP,Healthcare
17825,UNITY BIOTECHNOLOGY INC,Other
17826,VINCO VENTURES INC,Other
17830,RAYTHEON TECHNOLOGIES CORP,Manufacturing
17831,BEVERAGE MANAGEMENT INC,Consumer non Durables
17855,AVALARA INC,Business Equipment
17859,VEONEER INC,Business Equipment
17864,B J S WHOLESALE CLUB HLDGS INC,Retail
17867,BRIGHTVIEW HOLDINGS INC,Consumer non Durables
17868,APTINYX INC,Other
17869,AADI BIOSCIENCE INC,Other
17871,AVROBIO INC,Other
17874,BIBB CO,Consumer non Durables
17875,HIREQUEST INC,Other
17876,DOMO INC,Other
17877,ELECTROCORE INC,Other
17878,EIDOS THERAPEUTICS INC,Other
17880,EVERQUOTE INC,Other
17882,BIFLYX,Retail
17883,FORTY SEVEN INC,Other
17885,GREENPRO CAPITAL CORP,Other
17886,HYRECAR INC,Other
17887,I3 VERTICALS INC,Other
17889,KEZAR LIFE SCIENCES INC,Other
17890,LANDSEA HOMES CORP,Other
17891,LOVESAC CO,Other
17892,MAGENTA THERAPEUTICS INC,Other
17894,NEON THERAPEUTICS INC,Other
17895,OPTIMIZERX CORP,Other
17898,NEURONETICS INC,Other
17899,TRANSLATE BIO INC,Other
17900,TRICIDA INC,Other
17901,LOTTERY COM INC,Other
17902,PORTEC INC,Manufacturing
17903,BIG B INC,Retail
17906,VERRICA PHARMACEUTICALS INC,Other
17907,NIKOLA CORP,Other
17908,XERIS BIOPHARMA HOLDINGS INC,Other
17911,PAGES INC,Retail
17916,CHARAH SOLUTIONS INC,Other
17920,GLOBAL BLUE GROUP HOLDING A G,Finance
17929,U G I CORP NEW,Utilities
17930,BIG BEAR INC,Retail
17942,KEURIG DR PEPPER INC,Consumer non Durables
17944,TENABLE HOLDINGS INC,Other
17946,NATIONAL ENERGY GROUP INC,"Oil, Gas, and Coal"
17947,RUBIUS THERAPEUTICS INC,Other
17948,ALLAKOS INC,Other
17949,BLOOM ENERGY CORP,Business Equipment
17950,FOCUS FINANCIAL PARTNERS INC,Other
17951,ADIAL PHARMACEUTICALS INC,Other
17953,BEATRICE CO,Consumer non Durables
17954,BILLINGS CORP,Other
17955,AQUESTIVE THERAPEUTICS INC,Other
17956,BERRY CORP,Other
17957,COASTAL FINANCIAL CORP,Other
17958,CONSTELLATION PHARMA INC,Other
17959,CRINETICS PHARMACEUTICALS INC,Other
17961,BRIGGS & STRATTON CORP,Manufacturing
17962,BINDLEY WESTERN INDUSTRIES INC,Retail
17968,LIQUIDIA CORP,Other
17969,MID SOUTHERN BANCORP INC,Other
17970,FIRST WESTERN FINANCIAL INC,Other
17973,PROVENTION BIO INC,Other
17974,REPLIMUNE GROUP INC,Other
17976,REPAY HOLDINGS CORP,Other
17977,TILRAY BRANDS INC,Other
17979,WISA TECHNOLOGIES INC,Other
17981,CHAPARRAL ENERGY INC,"Oil, Gas, and Coal"
17987,VERTIV HOLDINGS CO,Business Equipment
17989,STUART ENTERTAINMENT INC,Manufacturing
18011,SONOS INC,Other
18013,ARLO TECHNOLOGIES INC,Consumer Durables
18016,HERCULES INC,Chemicals
18017,BIO MEDICUS INC,Healthcare
18025,BIO RESPONSE INC,Healthcare
18032,SCOTT PAPER CO,Manufacturing
18033,SAVIENT PHARMACEUTICALS INC,Healthcare
18042,ALLEGRO MERGER CORP,Other
18043,AMALGAMATED FINANCIAL CORP,Other
18044,ARIDIS PHARMACEUTICALS INC,Other
18046,CUMULUS MEDIA INC,Other
18048,K L X ENERGY SERVICES HDGS INC,Other
18049,AMERANT BANCORP INC,Other
18050,AMERANT BANCORP INC,Other
18051,MESA AIR GROUP INC NEV,Other
18052,P C B BANCORP,Other
18053,RIVERVIEW FINANCIAL CORP,Other
18055,SELECT INTERIOR CONCEPTS INC,Other
18056,ELECTRAMECCANICA VEHICLES CORP,Other
18058,PAYSIGN INC,Other
18060,BIOCHEM INTERNATIONAL INC,Healthcare
18061,VACCINEX INC,Other
18062,ELANCO ANIMAL HEALTH INC,Healthcare
18063,EVENTBRITE INC,Business Equipment
18064,FRONTDOOR INC,Other
18065,GARRETT MOTION INC,Manufacturing
18067,ZENITH ELECTRONICS CORP,Consumer Durables
18075,AMPCO PITTSBURGH CORP,Manufacturing
18086,B M TECHNOLOGIES INC,Finance
18089,R A MEDICAL SYSTEMS INC,Business Equipment
18091,CURTISS WRIGHT CORP,Manufacturing
18092,BIOMET INC,Healthcare
18097,MOMENTIVE GLOBAL INC,Other
18098,AUDIOEYE INC,Other
18100,ARVINAS INC,Other
18102,BIONANO GENOMICS INC,Other
18103,BIOSIG TECHNOLOGIES INC,Other
18106,BANK7 CORP,Other
18107,C B M BANCORP INC,Other
18108,CAPITAL BANCORP INC,Other
18112,FOSTER WHEELER AG,Other
18113,ENTASIS THERAPEUTICS HLDGS INC,Other
18114,TATTOOED CHEF INC,Other
18115,FVCBANKCORP INC,Other
18116,GRITSTONE BIO INC,Other
18121,BIOSEARCH MEDICAL PRODUCTS INC,Healthcare
18126,PRINCIPIA BIOPHARMA INC,Other
18128,SUTRO BIOPHARMA INC,Other
18133,Y MABS THERAPEUTICS INC,Other
18134,UPWORK INC,Other
18135,GUARDANT HEALTH INC,Other
18137,ALLOGENE THERAPEUTICS INC,Other
18138,LIVENT CORP,Chemicals
18140,BIOSENSOR CORP,Healthcare
18142,RESIDEO TECHNOLOGIES INC,Business Equipment
18144,ARCOSA INC,Manufacturing
18145,YETI HOLDINGS INC,Consumer non Durables
18147,AEROQUIP VICKERS INC,Manufacturing
18148,DOMINARI HOLDINGS INC,Other
18150,EQUITRANS MIDSTREAM CORP,Utilities
18152,CHURCHILL CAPITAL CORP,Finance
18156,BIRD CORP,"Oil, Gas, and Coal"
18162,VELODYNE LIDAR INC,Finance
18163,PROCTER & GAMBLE CO,Chemicals
18164,NON INVASIVE MONITORING SYS INC,Business Equipment
18172,BIRDVIEW SATELLITE COMMUNICAT,Business Equipment
18183,SOLARWINDS CORP,Business Equipment
18184,FISKER INC,Consumer non Durables
18190,AXONICS INC,Other
18191,BANK FIRST CORP,Other
18192,GRID DYNAMICS HOLDINGS INC,Other
18194,EDTECHX HOLDINGS ACQ CORP,Other
18195,EQUILLIUM INC,Other
18198,STONE & WEBSTER INC,Other
18200,TRANSWAY INTERNATIONAL CORP,Other
18202,P A E INC,Other
18203,KODIAK SCIENCES INC,Other
18205,LOGICBIO THERAPEUTICS INC,Other
18210,PHASEBIO PHARMACEUTICALS INC,Other
18212,SI BONE INC,Other
18214,TWIST BIOSCIENCE CORP,Other
18215,REVIVA PHARMACEUTICALS HLDG INC,Other
18217,AGEX THERAPEUTICS INC,Healthcare
18220,BIOTECH RESEARCH LABS INC,Healthcare
18222,BAIN CAPITAL SPECIALTY FIN INC,Finance
18224,ALPHA METALLURGICAL RES INC,"Oil, Gas, and Coal"
18244,BIO LOGIC SYS CORP,Retail
18246,ROAN RESOURCES INC,"Oil, Gas, and Coal"
18247,VAPOTHERM INC,Healthcare
18248,UTZ BRANDS INC,Finance
18251,EASCO CORP,Manufacturing
18253,AVALON GLOBOCARE CORP,Other
18255,CREATIVE REALITIES INC,Other
18257,ETON PHARMACEUTICALS INC,Other
18267,DELL TECHNOLOGIES INC,Business Equipment
18278,INTERCO INC,Consumer non Durables
18286,RAYTECH CORP DE,Manufacturing
18287,BIOTECHNICA INTERNATIONAL INC,Other
18302,ADVENT TECHNOLOGIES HLDGS INC,Other
18306,DATASEA INC,Other
18308,MICROFLUIDICS INTERNATIONAL CORP,Healthcare
18309,ENOCHIAN BIOSCIENCES INC,Other
18310,FEDERAL LIFE GROUP INC,Other
18311,LEGACY HOUSING CORP,Other
18312,MODERNA INC,Other
18315,SLATTERY GROUP INC,Other
18316,BIRTCHER MEDICAL SYSTEMS INC,Healthcare
18320,TOUGHBUILT INDUSTRIES INC,Other
18321,SYNTHORX INC,Other
18322,WRAP TECHNOLOGIES INC,Other
18324,BISHOP INC,Consumer non Durables
18325,ALKALINE WATER CO INC,Other
18327,COVETRUS INC,Other
18356,1895 BANCORP OF WI INC NEW,Other
